sci_name,lat_species,lon_species,microplastics_measurement,unit,concentration_class_range,mesh_size_mm,lat_microplastic,lon_microplastic,dist_meters
Hippopus hippopus,-18.611106,146.48381,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,53637.57280501324
Hippopus hippopus,-18.651153,146.486222,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,49640.08940152659
Hippopus hippopus,-18.622901,146.487243,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,52279.06859347448
Hippopus hippopus,-18.610946,146.487279,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,53441.80688060786
Hippopus hippopus,-18.611112,146.487542,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,53409.605736504076
Hippopus hippopus,-18.612216,146.487704,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,53291.7064803123
Hippopus hippopus,-18.611701,146.487927,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,53328.589033505916
Hippopus hippopus,-18.61225,146.488366,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,53248.215482604865
Hippopus hippopus,-18.610105,146.489472,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,53391.76663047111
Hippopus hippopus,-18.259036,146.566821,0.192901,pieces/m3,0.005-1,0.33,-17.778333,146.346167,61086.757715034204
Hippopus hippopus,-17.653962,146.711763,0.192901,pieces/m3,0.005-1,0.33,-17.778333,146.346167,43185.72198777406
Hippopus hippopus,-1.93745,146.997717,0.013996,pieces/m3,0.005-1,0.33,-1.963167,147.862833,96346.29574366935
Hippopus hippopus,-1.934,146.9979,0.013996,pieces/m3,0.005-1,0.33,-1.963167,147.862833,96337.96352680166
Hippopus hippopus,-1.938217,147.005617,0.013996,pieces/m3,0.005-1,0.33,-1.963167,147.862833,95464.76739879286
Hippopus hippopus,-1.941017,147.01795,0.013996,pieces/m3,0.005-1,0.33,-1.963167,147.862833,94083.86771310026
Hippopus hippopus,-18.643527,147.096115,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,56358.81739436216
Hippopus hippopus,-18.325166,147.291732,0.0,pieces/m3,0-0.0005,0.33,-18.994333,146.748833,98793.45311181256
Hippopus hippopus,-20.346047,148.967022,0.043204,pieces/m3,0.005-1,0.05,-20.276517,148.916983,9916.842720160534
Hippopus hippopus,-16.985523,149.132082,,,,,,,
Hippopus hippopus,-16.985548,149.132662,,,,,,,
Hippopus hippopus,-17.002128,149.139014,,,,,,,
Hippopus hippopus,-16.966667,149.15,,,,,,,
Hippopus hippopus,-16.934555,149.195108,,,,,,,
Hippopus hippopus,-20.90222,149.40805,0.031064,pieces/m3,0.005-1,0.33,-21.063167,149.261833,25077.13754024235
Hippopus hippopus,-20.92277,149.41166,0.031064,pieces/m3,0.005-1,0.33,-21.063167,149.261833,23561.49018755362
Hippopus hippopus,-2.370375,150.359025,0.0,pieces/m3,0-0.0005,0.33,-2.364333,150.269833,9951.298697966247
Hippopus hippopus,-9.894289,150.361556,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,93937.37639266711
Hippopus hippopus,-2.385458,150.3638,0.0,pieces/m3,0-0.0005,0.33,-2.364333,150.269833,10718.439975606554
Hippopus hippopus,-2.377533,150.364867,0.0,pieces/m3,0-0.0005,0.33,-2.364333,150.269833,10679.522691882907
Hippopus hippopus,-2.389433,150.3689,0.0,pieces/m3,0-0.0005,0.33,-2.364333,150.269833,11372.559031847764
Hippopus hippopus,-2.384033,150.3691,0.0,pieces/m3,0-0.0005,0.33,-2.364333,150.269833,11263.373898502497
Hippopus hippopus,-2.430583,150.422417,0.0,pieces/m3,0-0.0005,0.33,-2.364333,150.269833,18500.504080483563
Hippopus hippopus,-9.268749,150.485006,,,,,,,
Hippopus hippopus,-2.557583,150.4863,0.0,pieces/m3,0-0.0005,0.33,-2.364333,150.269833,32220.0600267521
Hippopus hippopus,-2.687333,150.687378,0.051235,pieces/m3,0.005-1,0.33,-2.8935,150.96,37973.06956308966
Hippopus hippopus,-10.538316,150.758092,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,46444.87578663083
Hippopus hippopus,-10.535716,150.75865,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,46635.98320603907
Hippopus hippopus,-10.537191,150.759267,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,46619.44985070418
Hippopus hippopus,-10.542067,150.7877,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,49207.13583063184
Hippopus hippopus,-10.542417,150.788325,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,49253.16053505314
Hippopus hippopus,-10.538208,150.789767,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,49601.977584401844
Hippopus hippopus,-10.557425,150.7944,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,49176.352832587254
Hippopus hippopus,-10.559442,150.794517,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,49099.43365093764
Hippopus hippopus,-10.5335,150.7952,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,50377.161527960096
Hippopus hippopus,-10.534275,150.812534,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,52082.01609373627
Hippopus hippopus,-10.533058,150.849117,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,55854.878800009355
Hippopus hippopus,-10.540958,150.850417,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,55642.90262771604
Hippopus hippopus,-10.534667,150.8744,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,58381.96145615077
Hippopus hippopus,-10.538367,150.88355,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,59174.655275616555
Hippopus hippopus,-10.53945,150.883917,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,59168.57063096634
Hippopus hippopus,-10.530383,150.8906,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,60234.76478827007
Hippopus hippopus,-10.548333,150.894075,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,59876.697214274085
Hippopus hippopus,-10.532033,150.912233,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,62410.21397597899
Hippopus hippopus,-10.531533,150.91355,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,62567.240852166375
Hippopus hippopus,-10.534458,150.915842,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,62689.770901739525
Hippopus hippopus,-10.550966,150.925425,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,63074.235589193326
Hippopus hippopus,-10.551992,150.925692,0.009309,pieces/m3,0.005-1,0.33,-10.7295,150.388333,63065.754611057
Hippopus hippopus,-2.682933,150.949356,0.051235,pieces/m3,0.005-1,0.33,-2.8935,150.96,23341.36618622918
Hippopus hippopus,-17.464833,151.151077,,,,,,,
Hippopus hippopus,7.463475,151.576817,,,,,,,
Hippopus hippopus,7.624575,151.683167,,,,,,,
Hippopus hippopus,7.67705,151.775567,,,,,,,
Hippopus hippopus,-23.8229,151.798733,,,,,,,
Hippopus hippopus,-10.815525,152.324825,,,,,,,
Hippopus hippopus,-10.816491,152.327692,,,,,,,
Hippopus hippopus,-10.81785,152.330425,,,,,,,
Hippopus hippopus,-10.821341,152.339142,,,,,,,
Hippopus hippopus,-10.826317,152.344567,,,,,,,
Hippopus hippopus,-10.82605,152.35755,,,,,,,
Hippopus hippopus,-10.8254,152.360433,,,,,,,
Hippopus hippopus,-10.8241,152.375933,,,,,,,
Hippopus hippopus,-10.825267,152.3794,,,,,,,
Hippopus hippopus,-10.765841,152.385467,,,,,,,
Hippopus hippopus,-10.755675,152.394659,,,,,,,
Hippopus hippopus,-10.79125,152.396717,,,,,,,
Hippopus hippopus,-10.762208,152.407392,,,,,,,
Hippopus hippopus,-10.773033,152.417059,,,,,,,
Hippopus hippopus,-10.743316,152.422425,,,,,,,
Hippopus hippopus,-10.75585,152.446467,,,,,,,
Hippopus hippopus,-10.755533,152.4478,,,,,,,
Hippopus hippopus,-10.88185,152.52685,,,,,,,
Hippopus hippopus,-10.891025,152.541109,,,,,,,
Hippopus hippopus,-26.779997,153.055354,0.083111,pieces/m3,0.005-1,0.333,-26.72982,153.37792,36442.950102108385
Hippopus hippopus,-26.817623,153.368307,0.083111,pieces/m3,0.005-1,0.333,-26.72982,153.37792,10941.83918326474
Hippopus hippopus,-8.170283,156.995333,,,,,,,
Hippopus hippopus,-8.1459,157.027417,,,,,,,
Hippopus hippopus,-8.44185,157.987917,,,,,,,
Hippopus hippopus,-8.440167,157.990817,,,,,,,
Hippopus hippopus,-8.536116,158.025392,,,,,,,
Hippopus hippopus,6.732183,158.223227,,,,,,,
Hippopus hippopus,-8.912032,159.415169,0.044853,pieces/m3,0.005-1,0.33,-9.232,159.707667,48418.04347327543
Hippopus hippopus,-11.27241,159.816776,,,,,,,
Hippopus hippopus,-8.9626,160.048367,0.020419,pieces/m3,0.005-1,0.33,-9.353333,159.923667,45918.86200366564
Hippopus hippopus,-8.981617,160.067117,0.020419,pieces/m3,0.005-1,0.33,-9.353333,159.923667,44598.09057258723
Hippopus hippopus,-9.835233,160.84655,,,,,,,
Hippopus hippopus,-9.829092,160.850008,,,,,,,
Hippopus hippopus,-9.839067,160.857309,,,,,,,
Hippopus hippopus,-9.871033,160.865167,,,,,,,
Hippopus hippopus,-9.84865,160.869633,,,,,,,
Hippopus hippopus,-9.817267,160.885267,,,,,,,
Hippopus hippopus,-18.483333,163.083333,,,,,,,
Hippopus hippopus,-19.666667,163.616667,,,,,,,
Hippopus hippopus,-20.283333,163.883333,,,,,,,
Hippopus hippopus,-20.166667,163.933333,,,,,,,
Hippopus hippopus,-20.783333,164.266667,,,,,,,
Hippopus hippopus,-20.633333,164.283333,,,,,,,
Hippopus hippopus,-20.766667,164.316667,,,,,,,
Hippopus hippopus,-21.033333,164.616667,,,,,,,
Hippopus hippopus,-21.05177,164.62233,,,,,,,
Hippopus hippopus,-21.051767,164.622333,,,,,,,
Hippopus hippopus,-21.05102,164.64313,,,,,,,
Hippopus hippopus,-21.0513,164.644308,,,,,,,
Hippopus hippopus,-21.05305,164.65142,,,,,,,
Hippopus hippopus,-21.053891,164.6517,,,,,,,
Hippopus hippopus,-21.058233,164.654067,,,,,,,
Hippopus hippopus,-21.05823,164.65407,,,,,,,
Hippopus hippopus,-21.05028,164.65962,,,,,,,
Hippopus hippopus,-21.049283,164.659784,,,,,,,
Hippopus hippopus,-21.04992,164.66863,,,,,,,
Hippopus hippopus,-21.049917,164.668633,,,,,,,
Hippopus hippopus,-21.193367,164.751333,,,,,,,
Hippopus hippopus,-21.19417,164.75228,,,,,,,
Hippopus hippopus,-21.1996,164.758083,,,,,,,
Hippopus hippopus,-21.19968,164.75928,,,,,,,
Hippopus hippopus,-21.166508,164.774442,,,,,,,
Hippopus hippopus,-21.16507,164.77468,,,,,,,
Hippopus hippopus,-21.11943,164.77608,,,,,,,
Hippopus hippopus,-21.1195,164.777417,,,,,,,
Hippopus hippopus,-21.383333,165.0,,,,,,,
Hippopus hippopus,-20.785363,165.300054,,,,,,,
Hippopus hippopus,-20.785869,165.300481,,,,,,,
Hippopus hippopus,-20.62772,165.393776,,,,,,,
Hippopus hippopus,-21.633333,165.433333,,,,,,,
Hippopus hippopus,-21.771783,165.577733,,,,,,,
Hippopus hippopus,-21.77162,165.57898,,,,,,,
Hippopus hippopus,-21.772416,165.584075,,,,,,,
Hippopus hippopus,-21.7724,165.58545,,,,,,,
Hippopus hippopus,-21.773025,165.587167,,,,,,,
Hippopus hippopus,-21.77353,165.58843,,,,,,,
Hippopus hippopus,-21.75993,165.58978,,,,,,,
Hippopus hippopus,-21.761016,165.590325,,,,,,,
Hippopus hippopus,-21.75842,165.59128,,,,,,,
Hippopus hippopus,-21.7543,165.591442,,,,,,,
Hippopus hippopus,-21.7624,165.59145,,,,,,,
Hippopus hippopus,-21.757117,165.591575,,,,,,,
Hippopus hippopus,-21.75552,165.59172,,,,,,,
Hippopus hippopus,-21.763391,165.592109,,,,,,,
Hippopus hippopus,-21.759958,165.5923,,,,,,,
Hippopus hippopus,-21.76112,165.59293,,,,,,,
Hippopus hippopus,-21.809833,165.6586,,,,,,,
Hippopus hippopus,-21.80983,165.6586,,,,,,,
Hippopus hippopus,-21.78588,165.66417,,,,,,,
Hippopus hippopus,-21.785591,165.6657,,,,,,,
Hippopus hippopus,-21.983333,165.9,,,,,,,
Hippopus hippopus,-21.876513,165.956788,,,,,,,
Hippopus hippopus,-21.452033,166.018017,,,,,,,
Hippopus hippopus,-21.45203,166.01802,,,,,,,
Hippopus hippopus,-21.433658,166.020034,,,,,,,
Hippopus hippopus,-21.43395,166.02132,,,,,,,
Hippopus hippopus,-21.435733,166.022975,,,,,,,
Hippopus hippopus,-21.43657,166.02402,,,,,,,
Hippopus hippopus,-21.4431,166.031984,,,,,,,
Hippopus hippopus,-21.44403,166.0331,,,,,,,
Hippopus hippopus,-21.445175,166.034284,,,,,,,
Hippopus hippopus,-21.44625,166.03542,,,,,,,
Hippopus hippopus,-21.450625,166.041525,,,,,,,
Hippopus hippopus,-21.45112,166.04267,,,,,,,
Hippopus hippopus,-21.4807,166.06907,,,,,,,
Hippopus hippopus,-21.481583,166.070067,,,,,,,
Hippopus hippopus,-21.955088,166.100755,,,,,,,
Hippopus hippopus,-21.67096,166.253264,,,,,,,
Hippopus hippopus,-22.304125,166.270075,,,,,,,
Hippopus hippopus,-22.267052,166.309,,,,,,,
Hippopus hippopus,-22.333333,166.333333,,,,,,,
Hippopus hippopus,-22.246796,166.344026,,,,,,,
Hippopus hippopus,-21.656584,166.377207,,,,,,,
Hippopus hippopus,-22.277611,166.411919,,,,,,,
Hippopus hippopus,-22.22397,166.413827,,,,,,,
Hippopus hippopus,-21.683333,166.416667,,,,,,,
Hippopus hippopus,-22.3191,166.41952,,,,,,,
Hippopus hippopus,-21.70388,166.43365,,,,,,,
Hippopus hippopus,-21.702858,166.434625,,,,,,,
Hippopus hippopus,-22.303853,166.43643,,,,,,,
Hippopus hippopus,-21.7017,166.43827,,,,,,,
Hippopus hippopus,-21.702725,166.438892,,,,,,,
Hippopus hippopus,-22.29118,166.45951,,,,,,,
Hippopus hippopus,-22.399901,166.472972,0.0,pieces/m3,0-0.0005,0.33,-23.2089,166.6428,98961.10639168862
Hippopus hippopus,-22.381034,166.478017,,,,,,,
Hippopus hippopus,-20.416667,166.483333,,,,,,,
Hippopus hippopus,-22.541586,166.501563,0.0,pieces/m3,0-0.0005,0.33,-23.2089,166.6428,81695.17039634184
Hippopus hippopus,-22.310073,166.513225,,,,,,,
Hippopus hippopus,-22.367189,166.535735,,,,,,,
Hippopus hippopus,-22.378022,166.544603,,,,,,,
Hippopus hippopus,-22.300531,166.551555,0.027882,pieces/m3,0.005-1,0.33,-22.234167,167.431833,98313.0165595261
Hippopus hippopus,-22.588059,166.553085,0.0,pieces/m3,0-0.0005,0.33,-23.2058,166.6593,75160.28280285296
Hippopus hippopus,-22.512113,166.570883,0.0,pieces/m3,0-0.0005,0.33,-23.2058,166.6593,83905.5522554705
Hippopus hippopus,-22.216824,166.571537,0.027882,pieces/m3,0.005-1,0.33,-22.234167,167.431833,95790.15902815975
Hippopus hippopus,-22.419067,166.590684,0.0,pieces/m3,0-0.0005,0.33,-23.2058,166.6593,94778.8666420527
Hippopus hippopus,-22.267055,166.592104,0.027882,pieces/m3,0.005-1,0.33,-22.234167,167.431833,93560.90321238684
Hippopus hippopus,11.326739,166.793322,,,,,,,
Hippopus hippopus,-22.333333,167.016667,0.027882,pieces/m3,0.005-1,0.33,-22.234167,167.431833,47713.973670925014
Hippopus hippopus,-15.635,167.098328,0.013,pieces/m3,0.005-1,0.00045,-15.4537,166.6706,51966.679925257566
Hippopus hippopus,-20.783333,167.116667,,,,,,,
Hippopus hippopus,-15.382217,167.195184,0.013,pieces/m3,0.005-1,0.00045,-15.4537,166.6706,58969.769888625786
Hippopus hippopus,-15.641944,167.251111,0.013,pieces/m3,0.005-1,0.00045,-15.4537,166.6706,68141.59624559387
Hippopus hippopus,-15.480277,167.255278,0.013,pieces/m3,0.005-1,0.00045,-15.4537,166.6706,65157.50980256511
Hippopus hippopus,-22.666667,167.35,0.027882,pieces/m3,0.005-1,0.33,-22.234167,167.431833,52590.82841902694
Hippopus hippopus,-21.02903,167.40657,,,,,,,
Hippopus hippopus,-21.029516,167.407925,,,,,,,
Hippopus hippopus,-21.033333,167.416667,,,,,,,
Hippopus hippopus,-16.0906,167.450334,,,,,,,
Hippopus hippopus,-16.096733,167.460892,,,,,,,
Hippopus hippopus,-16.107391,167.469242,,,,,,,
Hippopus hippopus,-22.761881,167.497878,0.027882,pieces/m3,0.005-1,0.33,-22.234167,167.431833,63646.74089763214
Hippopus hippopus,8.861443,167.525192,,,,,,,
Hippopus hippopus,-16.150657,167.526461,,,,,,,
Hippopus hippopus,8.870791,167.528627,,,,,,,
Hippopus hippopus,-16.159231,167.545644,,,,,,,
Hippopus hippopus,9.3384,167.563123,,,,,,,
Hippopus hippopus,9.25603,167.581023,,,,,,,
Hippopus hippopus,11.309185,167.584512,,,,,,,
Hippopus hippopus,9.375543,167.599465,,,,,,,
Hippopus hippopus,9.098257,167.605515,,,,,,,
Hippopus hippopus,8.931515,167.620736,,,,,,,
Hippopus hippopus,8.994554,167.638446,,,,,,,
Hippopus hippopus,8.979453,167.648418,,,,,,,
Hippopus hippopus,8.910938,167.652222,,,,,,,
Hippopus hippopus,9.047127,167.659687,,,,,,,
Hippopus hippopus,8.93344,167.661812,,,,,,,
Hippopus hippopus,8.813131,167.685118,,,,,,,
Hippopus hippopus,8.677364,167.687543,,,,,,,
Hippopus hippopus,8.881593,167.689924,,,,,,,
Hippopus hippopus,8.938589,167.697919,,,,,,,
Hippopus hippopus,8.944069,167.719072,,,,,,,
Hippopus hippopus,9.196215,167.719687,,,,,,,
Hippopus hippopus,8.697431,167.739374,,,,,,,
Hippopus hippopus,8.603314,167.740558,,,,,,,
Hippopus hippopus,9.050746,167.743616,,,,,,,
Hippopus hippopus,8.958079,167.749666,,,,,,,
Hippopus hippopus,8.878307,167.753052,,,,,,,
Hippopus hippopus,8.788438,167.756931,,,,,,,
Hippopus hippopus,8.931305,167.764863,,,,,,,
Hippopus hippopus,8.966475,167.769766,,,,,,,
Hippopus hippopus,8.616965,167.784824,,,,,,,
Hippopus hippopus,-16.492791,167.814059,,,,,,,
Hippopus hippopus,-16.47135,167.815867,,,,,,,
Hippopus hippopus,-16.511883,167.829383,,,,,,,
Hippopus hippopus,-21.116667,167.833333,,,,,,,
Hippopus hippopus,-16.51325,167.838383,,,,,,,
Hippopus hippopus,-16.5136,167.838883,,,,,,,
Hippopus hippopus,-17.56005,168.232517,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,23299.593828054432
Hippopus hippopus,-17.5509,168.246533,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,23871.09119658367
Hippopus hippopus,-17.551,168.24775,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,23826.41981584324
Hippopus hippopus,7.819167,168.249759,,,,,,,
Hippopus hippopus,-17.549883,168.249833,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,23896.88963684362
Hippopus hippopus,-17.550617,168.250967,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,23784.79412096726
Hippopus hippopus,-17.550517,168.251867,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,23773.307959196816
Hippopus hippopus,-17.55021,168.253208,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,23774.86658706552
Hippopus hippopus,-17.549383,168.255033,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,23825.00110436109
Hippopus hippopus,-17.529647,168.392697,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,27585.985300570348
Hippopus hippopus,-17.52814,168.393771,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,27792.9066703209
Hippopus hippopus,-17.52224,168.406475,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,28977.65698147914
Hippopus hippopus,-17.515541,168.421456,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,30392.88470784753
Hippopus hippopus,-17.517919,168.424977,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,30323.853668992302
Hippopus hippopus,-17.527376,168.425491,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,29380.37898665885
Hippopus hippopus,-17.51792,168.425859,0.0,pieces/m3,0-0.0005,0.00045,-17.75,168.3,30368.922088648847
Hippopus hippopus,7.408649,168.767277,,,,,,,
Hippopus hippopus,10.017509,169.014425,,,,,,,
Hippopus hippopus,10.02405,169.015108,,,,,,,
Hippopus hippopus,10.014675,169.015534,,,,,,,
Hippopus hippopus,10.008834,169.017759,,,,,,,
Hippopus hippopus,10.026934,169.019858,,,,,,,
Hippopus hippopus,10.026767,169.023058,,,,,,,
Hippopus hippopus,10.02805,169.036217,,,,,,,
Hippopus hippopus,9.897333,169.045075,,,,,,,
Hippopus hippopus,9.895834,169.047708,,,,,,,
Hippopus hippopus,9.892617,169.053367,,,,,,,
Hippopus hippopus,10.030025,169.0536,,,,,,,
Hippopus hippopus,10.026892,169.066967,,,,,,,
Hippopus hippopus,9.883875,169.067467,,,,,,,
Hippopus hippopus,9.867042,169.08075,,,,,,,
Hippopus hippopus,9.962075,169.14325,,,,,,,
Hippopus hippopus,9.957817,169.1474,,,,,,,
Hippopus hippopus,9.813117,169.165175,,,,,,,
Hippopus hippopus,9.8133,169.165559,,,,,,,
Hippopus hippopus,9.814158,169.176033,,,,,,,
Hippopus hippopus,9.816917,169.179142,,,,,,,
Hippopus hippopus,9.819017,169.181425,,,,,,,
Hippopus hippopus,9.934934,169.181434,,,,,,,
Hippopus hippopus,9.841625,169.2205,,,,,,,
Hippopus hippopus,9.830417,169.233417,,,,,,,
Hippopus hippopus,9.8312,169.256309,,,,,,,
Hippopus hippopus,9.830225,169.2605,,,,,,,
Hippopus hippopus,9.860075,169.263009,,,,,,,
Hippopus hippopus,9.829034,169.26665,,,,,,,
Hippopus hippopus,9.8272,169.279133,,,,,,,
Hippopus hippopus,9.863784,169.283675,,,,,,,
Hippopus hippopus,9.842209,169.284917,,,,,,,
Hippopus hippopus,9.85665,169.2866,,,,,,,
Hippopus hippopus,9.855959,169.289009,,,,,,,
Hippopus hippopus,9.847217,169.294717,,,,,,,
Hippopus hippopus,9.840517,169.297384,,,,,,,
Hippopus hippopus,9.838067,169.299609,,,,,,,
Hippopus hippopus,9.833792,169.301634,,,,,,,
Hippopus hippopus,9.831917,169.301725,,,,,,,
Hippopus hippopus,9.844792,169.30255,,,,,,,
Hippopus hippopus,9.84355,169.305242,,,,,,,
Hippopus hippopus,9.8403,169.3073,,,,,,,
Hippopus hippopus,10.294507,169.831632,,,,,,,
Hippopus hippopus,10.263267,169.874475,,,,,,,
Hippopus hippopus,10.29975,169.883933,,,,,,,
Hippopus hippopus,10.232492,169.900125,,,,,,,
Hippopus hippopus,10.230283,169.908483,,,,,,,
Hippopus hippopus,10.331075,169.909025,,,,,,,
Hippopus hippopus,10.330984,169.917167,,,,,,,
Hippopus hippopus,10.405533,169.918008,,,,,,,
Hippopus hippopus,10.32485,169.9192,,,,,,,
Hippopus hippopus,10.453959,169.92625,,,,,,,
Hippopus hippopus,10.44895,169.926842,,,,,,,
Hippopus hippopus,10.446184,169.927217,,,,,,,
Hippopus hippopus,10.321659,169.944675,,,,,,,
Hippopus hippopus,10.357959,169.95075,,,,,,,
Hippopus hippopus,10.334481,169.957245,,,,,,,
Hippopus hippopus,10.3439,169.958759,,,,,,,
Hippopus hippopus,10.419117,169.959967,,,,,,,
Hippopus hippopus,10.354134,169.962058,,,,,,,
Hippopus hippopus,10.391034,169.96345,,,,,,,
Hippopus hippopus,10.327283,169.96475,,,,,,,
Hippopus hippopus,10.318683,169.9656,,,,,,,
Hippopus hippopus,10.21595,169.966384,,,,,,,
Hippopus hippopus,10.355775,169.967675,,,,,,,
Hippopus hippopus,10.371584,169.9692,,,,,,,
Hippopus hippopus,10.26015,169.980392,,,,,,,
Hippopus hippopus,10.2298,169.980767,,,,,,,
Hippopus hippopus,7.170075,171.04495,,,,,,,
Hippopus hippopus,7.182275,171.048092,,,,,,,
Hippopus hippopus,7.196875,171.049392,,,,,,,
Hippopus hippopus,7.134092,171.049567,,,,,,,
Hippopus hippopus,7.1961,171.049683,,,,,,,
Hippopus hippopus,7.184084,171.0499,,,,,,,
Hippopus hippopus,7.200133,171.051617,,,,,,,
Hippopus hippopus,7.2026,171.069733,,,,,,,
Hippopus hippopus,7.207792,171.075142,,,,,,,
Hippopus hippopus,7.212909,171.076184,,,,,,,
Hippopus hippopus,8.423255,171.07834,,,,,,,
Hippopus hippopus,7.196975,171.086275,,,,,,,
Hippopus hippopus,7.1924,171.092242,,,,,,,
Hippopus hippopus,7.1856,171.113,,,,,,,
Hippopus hippopus,7.182492,171.11995,,,,,,,
Hippopus hippopus,7.181542,171.122642,,,,,,,
Hippopus hippopus,7.180267,171.126883,,,,,,,
Hippopus hippopus,7.178483,171.13265,,,,,,,
Hippopus hippopus,7.164459,171.16125,,,,,,,
Hippopus hippopus,7.160308,171.165934,,,,,,,
Hippopus hippopus,7.08045,171.55735,,,,,,,
Hippopus hippopus,7.05095,171.567483,,,,,,,
Hippopus hippopus,7.04595,171.571367,,,,,,,
Hippopus hippopus,7.043983,171.5728,,,,,,,
Hippopus hippopus,7.167867,171.605442,,,,,,,
Hippopus hippopus,7.091984,171.608992,,,,,,,
Hippopus hippopus,7.092367,171.60915,,,,,,,
Hippopus hippopus,7.093808,171.61075,,,,,,,
Hippopus hippopus,7.093233,171.6112,,,,,,,
Hippopus hippopus,7.187042,171.614459,,,,,,,
Hippopus hippopus,7.206059,171.638742,,,,,,,
Hippopus hippopus,7.102217,171.639567,,,,,,,
Hippopus hippopus,7.10445,171.641033,,,,,,,
Hippopus hippopus,7.105133,171.641717,,,,,,,
Hippopus hippopus,7.168284,171.649717,,,,,,,
Hippopus hippopus,7.170117,171.651209,,,,,,,
Hippopus hippopus,7.156709,171.65515,,,,,,,
Hippopus hippopus,7.141942,171.661608,,,,,,,
Hippopus hippopus,7.138684,171.671959,,,,,,,
Hippopus hippopus,7.107917,171.68145,,,,,,,
Hippopus hippopus,7.10125,171.693775,,,,,,,
Hippopus hippopus,7.088467,171.697109,,,,,,,
Hippopus hippopus,1.82995,172.908759,,,,,,,
Hippopus hippopus,1.824984,172.915984,,,,,,,
Hippopus hippopus,3.357548,172.917412,,,,,,,
Hippopus hippopus,1.79905,172.91865,,,,,,,
Hippopus hippopus,1.761109,172.965625,,,,,,,
Hippopus hippopus,0.406017,173.78685,,,,,,,
Hippopus hippopus,0.368417,173.83305,,,,,,,
Hippopus hippopus,0.363617,173.833842,,,,,,,
Hippopus hippopus,0.365142,173.834384,,,,,,,
Hippopus hippopus,0.366042,173.8474,,,,,,,
Hippopus hippopus,0.36245,173.850433,,,,,,,
Hippopus hippopus,0.36345,173.850983,,,,,,,
Hippopus hippopus,0.36275,173.851409,,,,,,,
Hippopus hippopus,0.317317,173.911184,,,,,,,
Hippopus hippopus,-17.456809,178.943328,0.0,pieces/m3,0-0.0005,0.00045,-17.8049,178.729,46929.370714008524
Hippopus hippopus,-17.456809,178.943328,0.0026,pieces/m3,0.0005-0.005,0.00045,-17.8049,178.729,46929.370714008524
Hippopus hippopus,-18.856819,-159.808375,,,,,,,
Hippopus hippopus,10.167801,93.21405,,,,,,,
Hippopus hippopus,-0.017391,173.993649,,,,,,,
Hippopus hippopus,21.92759,120.785172,,,,,,,
