Source,DOI,Authors,Year,"Technical ""Red Criteria""","Risk Assessment ""Red Criteria""",Species,Organism Group,Environment,Life Stage,In vitro/in vivo,Sex,Estimated Body Length (cm),Estimated Maximum Ingestible Size (mm),Experiment Type,Exposure Route,Particle Mix?,Negative Control,Reference Particle,Exposure Media,Solvent,Detergent,Temperature (Avg),Exposure Duration (days),Acute/Chronic,Number of Doses,Replicates,Sample Size,Dosing Frequency,Chemicals Added,"Added Chemical Dose (mg/L, nominal)",particles/mL water (master),μg/mL water (master),Effect,Direction,Broad Endpoint Category,Specific Endpoint Category,Endpoint,Level of Biological Organization,Target Cell or Tissue,Effect Metric,AF Time,AF NOEC,Polymer,Shape,Density (g/cm^3),"Density, reported or estimated",Charge,Zeta Potential (mV),Zeta Potential Media,Particle Length (μm),Particle Width (μm),Size Category,Particle Surface Area (μm^2),Particle Volume (μm^3),Particle Mass (mg),Weathered or Biofouled?,Size Validated?,Polymer Validated?,Shape Validated,Particle Source,Sodium Azide Present?,Screened for Chemical Contamination?,Particle Cleaning?,Solvent Rinse,Background Contamination Monitored?,Concentration Validated?,Particle Behavior,Uptake Validated?,Organisms Fed?,charge_missing,zeta_media_missing,zeta_missing,zeta_imputed_by_group,zeta_imputed_by_global,effect_metric_missing,af_noec_missing,particle_width_missing,particles_ml_missing,ug_ml_water_missing,estimated_body_length_missing,estimated_max_ingestible_missing,particle_mass_missing,particle_mass_imputed_by_group,particle_mass_imputed_by_global,particle_volume_missing,particle_area_missing,density_reported_flag,density_estimated_flag,density_unknown_flag,Sample Size_num,sample_size_missing,sample_size_outlier,particle_length_missing,shape_missing,density_missing,dosing_frequency_missing,size_validated_missing,size_validated_yes,size_validated_no,size_validated_unknown,shape_validated_missing,shape_validated_yes,shape_validated_no,shape_validated_unknown,effect_missing,effect_yes,effect_no,effect_unknown,uptake_validated_missing,uptake_yes,uptake_no,uptake_unknown,species_missing,concentration_validated_missing,exposure_duration_missing,size_category_missing,replicates_missing
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Paracentrotus lividus,Echinoderm,Marine,early,In Vivo,Not Reported,0.009,0.0080012516187571,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,2.0,Acute,5,4,5.0,1.0,Not Reported,0.0,1994.756138,10.0,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,40.0,36.0,1µm < 100µm,2884.0236333882854,13311.74069855968,1.24464775531533e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Paracentrotus lividus,Echinoderm,Marine,early,In Vivo,Not Reported,0.009,0.0080012516187571,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,2.0,Acute,5,4,5.0,1.0,Not Reported,0.0,5984.268415,30.0,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,40.0,36.0,1µm < 100µm,2884.0236333882854,13311.74069855968,1.24464775531533e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Paracentrotus lividus,Echinoderm,Marine,early,In Vivo,Not Reported,0.009,0.0080012516187571,Particle Only,water,No,Y,N,seawater,Not Reported,Not Reported,18.0,2.0,Acute,5,4,5.0,1.0,Not Reported,0.0,19947.56138,100.0,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,HONEC,10,1.0,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,40.0,36.0,1µm < 100µm,2884.0236333882854,13311.74069855968,1.24464775531533e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,1021.123172,20.0,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,2552.807929,50.0,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,5105.615858,100.0,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,HONEC,10,1.0,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,1021.123172,20.0,no,Not Reported,Fitness,Development,Abnormality Occurrence,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,2552.807929,50.0,no,Not Reported,Fitness,Development,Abnormality Occurrence,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,5105.615858,100.0,no,Not Reported,Fitness,Development,Abnormality Occurrence,Organism,Not Reported,HONEC,10,1.0,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,1021.123172,20.0,no,Not Reported,Fitness,Development,Percentage of Veliger Larvae,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,2552.807929,50.0,no,Not Reported,Fitness,Development,Percentage of Veliger Larvae,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1016/j.jhazmat.2018.07.101,Beiras,2018,Red Criteria Passed,Red Criteria Passed,Mytilus galloprovincialis,Mollusca,Marine,early,In Vivo,Not Reported,0.0249,0.0207009277750834,Particle Only,water,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,2.0,Acute,3,1,5.0,1.0,Not Reported,0.0,5105.615858,100.0,no,Not Reported,Fitness,Development,Percentage of Veliger Larvae,Organism,Not Reported,HONEC,10,1.0,Polyethylene,Fragment,0.935,estimated,unknown,-63.9,not_reported,63.0,36.0,1µm < 100µm,7154.181125573815,52008.76291332425,4.8628193323958177e-05,No,no,N,yes,commercial,unknown,N,not_cleaned,none,N,no,Not Evaluated,yes,No,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1007/s11356-018-2926-x,Caruso,2018,Red Criteria Failed,Red Criteria Failed,Dicentrarchus labrax,Fish,Marine,adult,In Vivo,Not Reported,50.0,25.18302409730117,Particle Only,food,No,Y,N,seawater,Not Reported,Not Reported,15.5,90.0,Chronic,1,3,9.0,1.0,Not Reported,0.0,,,no,Not Reported,Microbiome,Protebacteria,Genera,Tissue,intestine,not_reported,1,1.0,Polyvinylchloride,Fragment,1.34,estimated,unknown,-13.71,not_reported,300.0,36.0,100µm < 1mm,75013.45470442933,1765815.7154046404,2.637775570633292e-05,No,no,N,no,N,unknown,N,not_cleaned,none,N,yes,none,no,Yes,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jacob,10.1007/s11356-018-2926-x,Caruso,2018,Red Criteria Failed,Red Criteria Failed,Dicentrarchus labrax,Fish,Marine,adult,In Vivo,Not Reported,50.0,25.18302409730117,Particle Only,food,No,Y,N,seawater,Not Reported,Not Reported,15.5,90.0,Chronic,1,3,9.0,1.0,Not Reported,0.0,,,no,Not Reported,Microbiome,Protebacteria,Genera,Tissue,intestine,not_reported,1,1.0,Polyvinylchloride,Fragment,1.525,estimated,unknown,-13.71,not_reported,300.0,36.0,100µm < 1mm,75013.45470442933,1765815.7154046404,2.637775570633292e-05,Yes,no,N,no,N,unknown,N,not_cleaned,none,N,yes,none,no,Yes,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jacob,10.1371/journal.pone.0032254.g002,Cedervall,2012,Red Criteria Failed,Red Criteria Failed,Carassius carassius,Fish,Freshwater,adult,In Vivo,Not Reported,15.0,8.178748338570287,Particle Only,food,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,39.0,Chronic,1,4,1.0,1.0,Not Reported,0.0,,,yes,increase,"Behavioral, Sensory, Neurological",Feeding,Feeding Time,Organism,Not Reported,not_reported,1,2.0,Polystyrene,unknown,1.07,estimated,unknown,-9.1,not_reported,0.024,4.0,1nm < 100nm,0.0078539816339744,6.544984694978737e-05,1.4844025288211772e-08,No,yes,N,no,N,unknown,N,centrifugal_filter,tap water,N,no,uniformly_dispersed,no,Yes,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Jacob,10.1371/journal.pone.0032254.g002,Cedervall,2012,Red Criteria Failed,Red Criteria Failed,Carassius carassius,Fish,Freshwater,adult,In Vivo,Not Reported,15.0,8.178748338570287,Particle Only,food,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,39.0,Chronic,1,4,1.0,1.0,Not Reported,0.0,,,no,Not Reported,Metabolism,Lipid Metabolism,Tryglyceride Cholesterol Ratio,Subcell,blood,not_reported,1,1.0,Polystyrene,unknown,1.07,estimated,unknown,-9.1,not_reported,0.024,4.0,1nm < 100nm,0.0078539816339744,6.544984694978737e-05,1.4844025288211772e-08,No,yes,N,no,N,unknown,N,centrifugal_filter,tap water,N,no,uniformly_dispersed,no,Yes,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jacob,10.1371/journal.pone.0032254.g002,Cedervall,2012,Red Criteria Failed,Red Criteria Failed,Carassius carassius,Fish,Freshwater,adult,In Vivo,Not Reported,15.0,8.178748338570287,Particle Only,food,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,39.0,Chronic,1,4,1.0,1.0,Not Reported,0.0,,,no,Not Reported,Fitness,Body Condition,Weight Change,Organism,Not Reported,not_reported,1,1.0,Polystyrene,unknown,1.07,estimated,unknown,-9.1,not_reported,0.024,4.0,1nm < 100nm,0.0078539816339744,6.544984694978737e-05,1.4844025288211772e-08,No,yes,N,no,N,unknown,N,centrifugal_filter,tap water,N,no,uniformly_dispersed,no,Yes,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jacob,10.1371/journal.pone.0032254.g002,Cedervall,2012,Red Criteria Failed,Red Criteria Failed,Carassius carassius,Fish,Freshwater,adult,In Vivo,Not Reported,15.0,8.178748338570287,Particle Only,food,No,Y,N,Not Reported,Not Reported,Not Reported,20.0,39.0,Chronic,1,4,1.0,1.0,Not Reported,0.0,,,no,Not Reported,Metabolism,Lipid Metabolism,Cholesterol Concentration,Subcell,liver,not_reported,1,1.0,Polystyrene,unknown,1.07,estimated,unknown,-9.1,not_reported,0.024,4.0,1nm < 100nm,0.0078539816339744,6.544984694978737e-05,1.4844025288211772e-08,No,yes,N,no,N,unknown,N,centrifugal_filter,tap water,N,no,uniformly_dispersed,no,Yes,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Failed,Oryzias sinensis,Fish,Freshwater,adult,In Vivo,Not Reported,3.1,1.8753440643152115,Particle Only,water,No,Y,N,water,Not Reported,Not Reported,26.0,7.0,Acute,1,8,5.0,1.0,Not Reported,0.0,67278620200.0,5.0,no,Not Reported,"Alimentary, Excretory",Liver Histological Abnormalities,Liver Histology,Tissue,liver,not_reported,10,1.0,Polystyrene,Sphere,1.07,estimated,negative,-9.1,not_reported,0.051,0.051,1nm < 100nm,0.0064481562666311,4.653545379186625e-05,4.979293555729689e-14,No,no,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,No,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Failed,Oryzias sinensis,Fish,Freshwater,adult,In Vivo,Not Reported,3.1,1.8753440643152115,Particle Only,water,No,Y,N,water,Not Reported,Not Reported,26.0,7.0,Acute,1,8,5.0,1.0,Not Reported,0.0,67278620200.0,5.0,no,Not Reported,Metabolism,Lipid Metabolism,Cholesterol Concentration,Subcell,serum,not_reported,10,1.0,Polystyrene,Sphere,1.07,estimated,negative,-9.1,not_reported,0.051,0.051,1nm < 100nm,0.0064481562666311,4.653545379186625e-05,4.979293555729689e-14,No,no,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,No,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Failed,Oryzias sinensis,Fish,Freshwater,adult,In Vivo,Not Reported,3.1,1.8753440643152115,Particle Only,water,No,Y,N,water,Not Reported,Not Reported,26.0,7.0,Acute,1,8,5.0,1.0,Not Reported,0.0,67278620200.0,5.0,yes,decrease,"Behavioral, Sensory, Neurological",Locomotion,Area Traveled,Organism,Not Reported,not_reported,10,2.0,Polystyrene,Sphere,1.07,estimated,negative,-9.1,not_reported,0.051,0.051,1nm < 100nm,0.0064481562666311,4.653545379186625e-05,4.979293555729689e-14,No,no,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,No,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Failed,Oryzias sinensis,Fish,Freshwater,adult,In Vivo,Not Reported,3.1,1.8753440643152115,Particle Only,water,No,Y,N,water,Not Reported,Not Reported,26.0,7.0,Acute,1,8,5.0,1.0,Not Reported,0.0,67278620200.0,5.0,yes,increase,"Behavioral, Sensory, Neurological",Locomotion,Total Distance Travelled,Organism,Not Reported,not_reported,10,2.0,Polystyrene,Sphere,1.07,estimated,negative,-9.1,not_reported,0.051,0.051,1nm < 100nm,0.0064481562666311,4.653545379186625e-05,4.979293555729689e-14,No,no,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,No,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Failed,Zacco temminckii,Fish,Freshwater,adult,In Vivo,Not Reported,10.0,5.600154387615565,Particle Only,water,No,Y,N,water,Not Reported,Not Reported,26.0,7.0,Acute,1,3,5.0,1.0,Not Reported,0.0,67278620200.0,5.0,yes,increase,"Alimentary, Excretory",Liver Histological Abnormalities,Liver Histology,Tissue,liver,not_reported,10,2.0,Polystyrene,Sphere,1.07,estimated,negative,-9.1,not_reported,0.051,0.051,1nm < 100nm,0.0064481562666311,4.653545379186625e-05,4.979293555729689e-14,No,no,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,No,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Failed,Zacco temminckii,Fish,Freshwater,adult,In Vivo,Not Reported,10.0,5.600154387615565,Particle Only,water,No,Y,N,water,Not Reported,Not Reported,26.0,7.0,Acute,1,3,5.0,1.0,Not Reported,0.0,67278620200.0,5.0,no,Not Reported,Metabolism,Lipid Metabolism,Cholesterol Concentration,Subcell,serum,not_reported,10,1.0,Polystyrene,Sphere,1.07,estimated,negative,-9.1,not_reported,0.051,0.051,1nm < 100nm,0.0064481562666311,4.653545379186625e-05,4.979293555729689e-14,No,no,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,No,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Failed,Zacco temminckii,Fish,Freshwater,adult,In Vivo,Not Reported,10.0,5.600154387615565,Particle Only,water,No,Y,N,water,Not Reported,Not Reported,26.0,7.0,Acute,1,3,5.0,1.0,Not Reported,0.0,67278620200.0,5.0,no,Not Reported,"Behavioral, Sensory, Neurological",Locomotion,Area Traveled,Organism,Not Reported,not_reported,10,1.0,Polystyrene,Sphere,1.07,estimated,negative,-9.1,not_reported,0.051,0.051,1nm < 100nm,0.0064481562666311,4.653545379186625e-05,4.979293555729689e-14,No,no,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,No,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Failed,Zacco temminckii,Fish,Freshwater,adult,In Vivo,Not Reported,10.0,5.600154387615565,Particle Only,water,No,Y,N,water,Not Reported,Not Reported,26.0,7.0,Acute,1,3,5.0,1.0,Not Reported,0.0,67278620200.0,5.0,no,Not Reported,"Behavioral, Sensory, Neurological",Locomotion,Total Distance Travelled,Organism,Not Reported,not_reported,10,1.0,Polystyrene,Sphere,1.07,estimated,negative,-9.1,not_reported,0.051,0.051,1nm < 100nm,0.0064481562666311,4.653545379186625e-05,4.979293555729689e-14,No,no,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,No,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Passed,Chlamydomonas reinhardtii,Algae,Freshwater,Not Reported,In Vivo,Not Reported,4.0,2.3794919391134903,Particle Only,water,No,Y,N,artificial_medium,Not Reported,Not Reported,24.0,3.0,Chronic,5,3,1.0,1.0,Not Reported,0.0,190000000000.0,20.0,no,Not Reported,Fitness,Growth,Growth Rate,Organism,Not Reported,not_reported,1,not_reported,Polystyrene,Sphere,1.07,estimated,negative,-14.1,trisacetatephosphatemedium,0.05729,0.05729,1nm < 100nm,0.0081367851005003,6.596444180440782e-05,7.058195273071638e-14,No,yes,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,Yes,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Jacob,10.1038/s41598-017-18849-y,Chae,2018,Red Criteria Passed,Red Criteria Passed,Chlamydomonas reinhardtii,Algae,Freshwater,Not Reported,In Vivo,Not Reported,4.0,2.3794919391134903,Particle Only,water,No,Y,N,artificial_medium,Not Reported,Not Reported,24.0,3.0,Chronic,5,3,1.0,1.0,Not Reported,0.0,380000000000.0,40.0,no,Not Reported,Fitness,Growth,Growth Rate,Organism,Not Reported,not_reported,1,not_reported,Polystyrene,Sphere,1.07,estimated,negative,-14.1,trisacetatephosphatemedium,0.05729,0.05729,1nm < 100nm,0.0081367851005003,6.596444180440782e-05,7.058195273071638e-14,No,yes,N,yes,commercial,Yes,N,not_cleaned,none,N,no,Not Evaluated,yes,Yes,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
