Source,DOI,Authors,Year,"Technical ""Red Criteria""","Risk Assessment ""Red Criteria""",Species,Organism Group,Environment,Life Stage,In vitro/in vivo,Sex,Estimated Body Length (cm),Estimated Maximum Ingestible Size (mm),Experiment Type,Exposure Route,Particle Mix?,Negative Control,Reference Particle,Exposure Media,Solvent,Detergent,Temperature (Avg),Exposure Duration (days),Acute/Chronic,Number of Doses,Replicates,Sample Size,Dosing Frequency,Chemicals Added,"Added Chemical Dose (mg/L, nominal)",particles/mL water (master),μg/mL water (master),Effect,Direction,Broad Endpoint Category,Specific Endpoint Category,Endpoint,Level of Biological Organization,Target Cell or Tissue,Effect Metric,AF Time,AF NOEC,Polymer,Shape,Density (g/cm^3),"Density, reported or estimated",Charge,Zeta Potential (mV),Zeta Potential Media,Particle Length (μm),Particle Width (μm),Size Category,Particle Surface Area (μm^2),Particle Volume (μm^3),Particle Mass (mg),Weathered or Biofouled?,Size Validated?,Polymer Validated?,Shape Validated,Particle Source,Sodium Azide Present?,Screened for Chemical Contamination?,Particle Cleaning?,Solvent Rinse,Background Contamination Monitored?,Concentration Validated?,Particle Behavior,Uptake Validated?,Organisms Fed?,charge_missing,zeta_media_missing,zeta_missing,zeta_imputed_by_group,zeta_imputed_by_global,effect_metric_missing,af_noec_missing,particle_width_missing,particles_ml_missing,ug_ml_water_missing,estimated_body_length_missing,estimated_max_ingestible_missing,particle_mass_missing,particle_mass_imputed_by_group,particle_mass_imputed_by_global,particle_volume_missing,particle_area_missing,density_reported_flag,density_estimated_flag,density_unknown_flag,Sample Size_num,sample_size_missing,sample_size_outlier,particle_length_missing,shape_missing,density_missing,dosing_frequency_missing,size_validated_missing,size_validated_yes,size_validated_no,size_validated_unknown,shape_validated_missing,shape_validated_yes,shape_validated_no,shape_validated_unknown,effect_missing,effect_yes,effect_no,effect_unknown,uptake_validated_missing,uptake_yes,uptake_no,uptake_unknown,species_missing,concentration_validated_missing,exposure_duration_missing,size_category_missing,replicates_missing
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,5,3,10.0,2.0,Not Reported,0.0,10.0,0.005993938,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,5,3,10.0,2.0,Not Reported,0.0,100.0,0.059939378,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,5,3,10.0,2.0,Not Reported,0.0,1000.0,0.599393782,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,NOEC,10,1.0,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,5,3,10.0,2.0,Not Reported,0.0,10000.0,5.993937824,yes,increase,Fitness,Mortality,Mortality,Organism,Not Reported,LOEC,10,2.0,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,5,3,10.0,2.0,Not Reported,0.0,100000.0,59.93937824,yes,increase,Fitness,Mortality,Mortality,Organism,Not Reported,not_reported,10,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6,10.0,2.0,Not Reported,0.0,5000.0,2.996968912,no,Not Reported,Fitness,Growth,Body Mass,Organism,Not Reported,NOEC,1,1.0,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6,10.0,2.0,Not Reported,0.0,10000.0,5.993937824,yes,decrease,Fitness,Growth,Body Mass,Organism,Not Reported,LOEC,1,2.0,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6,10.0,2.0,Not Reported,0.0,20000.0,11.98787565,no,Not Reported,Fitness,Growth,Body Mass,Organism,Not Reported,not_reported,1,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6,10.0,2.0,Not Reported,0.0,5000.0,2.996968912,yes,decrease,Fitness,Reproduction,Fecundity,Organism,Not Reported,LOEC,1,2.0,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6,10.0,2.0,Not Reported,0.0,10000.0,5.993937824,yes,decrease,Fitness,Reproduction,Fecundity,Organism,Not Reported,not_reported,1,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,42.0,Chronic,3,6,10.0,2.0,Not Reported,0.0,20000.0,11.98787565,no,Not Reported,Fitness,Reproduction,Fecundity,Organism,Not Reported,not_reported,1,not_reported,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,5,3,10.0,2.0,Not Reported,0.0,46000.0,27.57211399,unknown,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,LC50,10,10.0,Polyethylene,Fragment,1.13,reported,unknown,-63.9,not_reported,18.5,36.0,1µm < 100µm,524.3131646314946,997.0988505917028,1.126721701168624e-06,No,yes,N,yes,commercial,unknown,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3,10.0,2.0,Not Reported,0.0,22.5,0.293788,no,Not Reported,Fitness,Growth,Body Mass,Organism,Not Reported,NOEC,10,1.0,Polypropylene,Fiber,0.875,estimated,unknown,-63.9,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,Y,yes,lab,No,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3,10.0,2.0,Not Reported,0.0,45.0,0.587576001,yes,decrease,Fitness,Growth,Body Mass,Organism,Not Reported,LOEC,10,2.0,Polypropylene,Fiber,0.875,estimated,unknown,-63.9,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,Y,yes,lab,No,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3,10.0,2.0,Not Reported,0.0,90.0,1.175152002,yes,decrease,Fitness,Growth,Body Mass,Organism,Not Reported,not_reported,10,not_reported,Polypropylene,Fiber,0.875,estimated,unknown,-63.9,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,Y,yes,lab,No,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3,10.0,2.0,Not Reported,0.0,22.5,0.293788,no,Not Reported,Fitness,Mortality,Mortality,Organism,Not Reported,NOEC,10,1.0,Polypropylene,Fiber,0.875,estimated,unknown,-63.9,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,Y,yes,lab,No,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Koelmans,Rochman",10.1002/etc.3093,Au,2015,Red Criteria Passed,Red Criteria Passed,Hyalella azteca,Crustacea,Freshwater,early,In Vivo,Not Reported,0.78,0.5167798462293837,Particle Only,water,No,Y,N,water,ethanol,Not Reported,25.0,10.0,Acute,3,3,10.0,2.0,Not Reported,0.0,45.0,0.587576001,yes,increase,Fitness,Mortality,Mortality,Organism,Not Reported,LOEC,10,2.0,Polypropylene,Fiber,0.875,estimated,unknown,-63.9,not_reported,47.5,20.0,1µm < 100µm,2060.927951749959,6665.412413366344,5.832235861695551e-06,No,yes,Y,yes,lab,No,N,not_cleaned,none,N,yes,Not Evaluated,yes,Yes,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
