"Source","DOI","Authors","Year","Technical ""Red Criteria""","Risk Assessment ""Red Criteria""","Species","Organism Group","Environment","Life Stage","In vitro/in vivo","Sex","Estimated Body Length (cm)","Estimated Maximum Ingestible Size (mm)","Experiment Type","Exposure Route","Particle Mix?","Negative Control","Reference Particle","Exposure Media","Solvent","Detergent","pH","Salinity (ppt)","Temperature (Avg)","Temperature (Min)","Temperature (Max)","Exposure Duration (days)","Recovery (Days)","Acute/Chronic","Number of Doses","Replicates","Sample Size","Dosing Frequency","Chemicals Added","Added Chemical Dose (mg/L, nominal)","Added Chemical Dose (mg/L, measured)","particles/mL water (master)","particles/mL water (master), reported or converted","μg/mL water (master)","μg/mL water (master), reported or converted","μm^3/mL water (master)","μm^2/mL water (master)","μm^2/ug/mL water (master)","particles/kg sediment dry weight (master)","particles/kg sediment dry weight (master), reported or converted","mg/kg sediment dry weight (master)","mg/kg sediment dry weight (master), reported or converted","μm^3/kg sediment dry weight (master)","μm^2/kg sediment dry weight (master)","μm^2/ug/kg sediment dry weight (master)","Nominal Dose Alternative Category","Nominal Dose Alternative Type","Nominal Dose Alternative Type Units","Measured Dose Alternative Category","Measured Dose Alternative Type","Measured Dose Alternative Type Units","Effect","Direction","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Level of Biological Organization","Target Cell or Tissue","Effect Metric","AF Time","AF NOEC","Polymer","Shape","Density (g/cm^3)","Density, reported or estimated","Charge","Zeta Potential (mV)","Zeta Potential Media","Functional Group","Particle Length (μm)","Particle Width (μm)","Size Category","Particle Surface Area (μm^2)","Particle Volume (μm^3)","Particle Mass (mg)","Weathered or Biofouled?","Size Validated?","Polymer Validated?","Shape Validated","Particle Source","Sodium Azide Present?","Screened for Chemical Contamination?","Particle Cleaning?","Solvent Rinse","Background Contamination Monitored?","Concentration Validated?","Particle Behavior","Uptake Validated?","Uptake Validation Method","Tissue Distribution","Organisms Fed?","Test Medium Score","Administration Route Score","Test Species Score","Sample Size Score","Control Group Score","Exposure Duration Score","Particle Size Score","Particle Shape Score","Polymer Type Score","Source of Microplastics Score","Data Reporting Score","Chemical Purity Score","Laboratory Preparation Score","Background Contamination Score","Exposure Verification Score","Exposure Homogeneity Score","Exposure Assessment Score","Replication Score","Number of Treatments Score","Endpoints Score","Food Availability Score","Effect Thresholds Score","Dose Response Score","Concentration Range Score","Aging and Biofouling Score","Microplastic Diversity Score","Exposure Time Score"
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,529350.2521986094,"converted",300,"reported",320855614.9732621,183346065.69900692,323514287057973700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Fitness","Body Condition","Mg-APTasae","Subcell","soft.tissue",NA,10,NA,"Polyethylene","Sphere",0.935,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,5.66732515482852e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Detoxification","Glutathione S-Transferase Activity","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Oxidative Stress","Catalase Activity","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","General Metabolism","Alkaline Phosphatase Activity","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","General Metabolism","Sodium potassium pump activity","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Carb Metabolism","Pyruvate","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Fitness","Body Condition","Ca-APTase","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Fitness","Body Condition","Ca, Mg-ATPase","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,410740.6521209126,"converted",300,"reported",248962655.60165974,142264374.62951988,194779206696342700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Fitness","Body Condition","Mg-APTasae","Subcell","soft.tissue",NA,10,NA,"Polyethylene Terephthalate","Sphere",1.205,"estimated",NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,7.30387894285387e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Detoxification","Glutathione S-Transferase Activity","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Oxidative Stress","Catalase Activity","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","General Metabolism","Alkaline Phosphatase Activity","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","General Metabolism","Sodium potassium pump activity","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Carb Metabolism","Pyruvate","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Fitness","Body Condition","Ca-APTase","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Fitness","Body Condition","Ca, Mg-ATPase","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,2569980.1299923663,"converted",300,"reported",223880597.01492533,244233378.56173673,2092249766615223600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Fitness","Body Condition","Mg-APTasae","Subcell","soft.tissue",NA,10,NA,"Polyvinylchloride","Sphere",1.34,"estimated",NA,NA,NA,NA,5.5,5.5,"1µm < 100µm",95.03317777109125,87.11374629016697,1.1673242002882375e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,454075.6750511006,"converted",300,"reported",275229357.7981651,157273918.74180865,238047536068729020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Detoxification","Glutathione S-Transferase Activity","Subcell","soft.tissue",NA,10,NA,"Polyamide","Sphere",1.09,NA,NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,6.606828255361592e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,454075.6750511006,"converted",300,"reported",275229357.7981651,157273918.74180865,238047536068729020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","soft.tissue",NA,10,NA,"Polyamide","Sphere",1.09,NA,NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,6.606828255361592e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,454075.6750511006,"converted",300,"reported",275229357.7981651,157273918.74180865,238047536068729020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Catalase Activity","Subcell","soft.tissue",NA,10,NA,"Polyamide","Sphere",1.09,NA,NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,6.606828255361592e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,454075.6750511006,"converted",300,"reported",275229357.7981651,157273918.74180865,238047536068729020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","General Metabolism","Alkaline Phosphatase Activity","Subcell","soft.tissue",NA,10,NA,"Polyamide","Sphere",1.09,NA,NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,6.606828255361592e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,454075.6750511006,"converted",300,"reported",275229357.7981651,157273918.74180865,238047536068729020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","General Metabolism","Sodium potassium pump activity","Subcell","soft.tissue",NA,10,NA,"Polyamide","Sphere",1.09,NA,NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,6.606828255361592e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"ToMEx 2.0","10.1016/j.marpolbul.2021.112173","Liao",2021,"Red Criteria Passed","Red Criteria Failed","Tubastrea aurea","Cnidaria","Marine","Not Reported","In Vivo","Not Reported",NA,NA,"Particle Only","water","No","Yes","No","seawater","Not Reported","Not Reported",NA,"35",26,"25","27",1,NA,"Acute",1,"1","10",0,"Not Reported",0,NA,454075.6750511006,"converted",300,"reported",275229357.7981651,157273918.74180865,238047536068729020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","decrease","Metabolism","Carb Metabolism","Pyruvate","Subcell","soft.tissue",NA,10,NA,"Polyamide","Sphere",1.09,NA,NA,NA,NA,NA,10.5,10.5,"1µm < 100µm",346.3605900582748,606.1310326019808,6.606828255361592e-7,"No","Yes","Yes","Yes","commercial","unknown","No","not_cleaned","none","No","No","Not Evaluated","Yes","histology","polyp","No",2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
