assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,dec_long,dec_lat
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-89.71712,28.06623
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-89.71703,28.06643
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-89.71699,28.06634
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-89.71401,28.07169
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-89.714,28.07172
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-89.71399,28.07173
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-89.71118,28.07615
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.62598,28.97303
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38776,29.08474
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38771,29.08477
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3869,29.07095
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38562,29.10808
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38537,29.10795
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38504,29.10766
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38482,29.10822
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38453,29.10819
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38452,29.10819
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38451,29.10819
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3845,29.1082
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38448,29.1082
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3844,29.10903
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3844,29.10904
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38439,29.10904
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38439,29.10905
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38439,29.10906
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38439,29.10907
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38436,29.10703
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38433,29.10674
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38433,29.10825
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38432,29.10671
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38431,29.10826
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3843,29.10674
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3843,29.10711
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38429,29.10827
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38428,29.10673
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38428,29.10674
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38428,29.10675
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38428,29.10712
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38427,29.10674
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38427,29.10675
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38427,29.10713
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38426,29.10612
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38426,29.10827
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38424,29.10676
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38424,29.10828
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38423,29.10675
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38423,29.10828
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38422,29.10633
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38422,29.10659
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38422,29.10675
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38421,29.10658
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38421,29.10659
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38421,29.10677
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3842,29.10658
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3842,29.1066
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3842,29.10664
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3842,29.10674
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3842,29.10681
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3842,29.10827
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38419,29.10632
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38419,29.10658
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38419,29.10662
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38419,29.10665
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38418,29.10591
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38418,29.10657
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38418,29.10658
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38418,29.10667
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38418,29.10681
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38417,29.10668
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38417,29.10673
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38417,29.10681
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38416,29.10675
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38416,29.10677
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38416,29.10678
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38416,29.1068
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38416,29.10681
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38415,29.10669
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38414,29.1067
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38414,29.10671
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38414,29.10908
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38413,29.10672
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38413,29.10909
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38411,29.10671
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38411,29.10672
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38411,29.1091
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3841,29.10671
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.3841,29.1091
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38408,29.10911
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38407,29.107
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38407,29.10774
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38407,29.10911
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38406,29.1091
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38405,29.10686
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38405,29.10772
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38405,29.10773
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38404,29.10681
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38404,29.10682
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38404,29.10684
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38404,29.10686
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38404,29.10687
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38404,29.10691
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38404,29.10771
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.1068
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.10681
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.10682
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.10683
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.10684
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.10685
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.10691
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.10767
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38403,29.10769
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10681
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10682
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10683
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10684
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10686
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10687
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10688
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10692
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38402,29.10766
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.1068
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10681
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10682
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10683
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10684
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10688
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10689
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10691
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.107
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10701
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10741
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10742
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38401,29.10743
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.10656
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.10683
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.10688
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.10689
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.10699
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.10702
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.10738
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.10739
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.384,29.1074
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38399,29.10657
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38399,29.10658
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38399,29.1068
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38399,29.10687
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38399,29.10688
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38399,29.10699
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38399,29.10702
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38398,29.10698
166021306,195215,Desmophyllum pertusum,1,1,1,Ocean Biodiversity Information System,2023,A.L. Allcock,Extant (resident),,,,,,"OBIS, 2023",MachineObservation,,-88.38398,29.10699
