iucn_id,sci_name,redlistCategory,vuln,geometry,dist_m,distance_km,log_distance_km,index_right,mp_pieces_m3,mp_effective_m3,mp_particles_ml,log_mp_particles_ml,log_toxic_pressure,toxic_pressure,eco_risk_score,eco_risk_index,eco_risk_class
15,Lucania interioris,EN,3,POINT (-11365719.843014 3115144.979694),661939.1737824458,661.9391737824459,2.8214736826996614,13146,21156.558533,0.0376629569017855,3.76629569017855e-08,-7.4240740557920395,-8.839047403762857,1.4486137269917529e-09,4.345841180975258e-09,2.9940937986457875e-05,elevated relative pressure
16,Lucania interioris,EN,3,POINT (-11366526.519704 3112876.104934),659813.8011459211,659.8138011459212,2.8200791046799516,13146,21156.558533,0.03929842684132553,3.929842684132553e-08,-7.405613783504084,-8.820587131474902,1.5115164169740568e-09,4.534549250922171e-09,3.124106525513354e-05,elevated relative pressure
17,Lucania interioris,EN,3,POINT (-11287062.993633 3151209.286343),726036.4707438214,726.0364707438214,2.8615561971664856,13032,2820.874471,0.001393513249638571,1.393513249638571e-09,-8.85557735503179,-10.270550703002609,5.363512498609891e-11,1.6090537495829675e-10,1.1083122243985293e-06,moderate relative pressure
18,Lucania interioris,EN,3,POINT (-10925247.709238 3205818.244808),661492.5620802437,661.4925620802437,2.821181006736181,13032,2820.874471,0.005066783759470326,5.066783759470326e-09,-8.295181924584249,-9.710155272555067,1.9491475997962815e-10,5.847442799388844e-10,4.02840206499686e-06,elevated relative pressure
19,Lucania interioris,EN,3,POINT (-11363325.527746 3107289.251468),658447.0263997348,658.4470263997348,2.819179914262517,13146,21156.558533,0.04038748595986619,4.038748595986619e-08,-7.39374242688943,-8.808715774860248,1.5534033061486984e-09,4.660209918446095e-09,3.2106819753570215e-05,elevated relative pressure
20,Lucania interioris,EN,3,POINT (-11358996.312749 3112732.536524),665303.3554213612,665.3033554213612,2.8236720003269875,13146,21156.558533,0.035212227804198484,3.5212227804198485e-08,-7.453294163702846,-8.868267511673663,1.3543549155460973e-09,4.063064746638291e-09,2.7992715245778094e-05,elevated relative pressure
21,Lucania interioris,EN,3,POINT (-11358536.451933 3112246.162591),665321.2330330417,665.3212330330417,2.8236836527430844,13146,21156.558533,0.03519963984405741,3.519963984405741e-08,-7.453449442254316,-8.868422790225134,1.3538707632329768e-09,4.06161228969893e-09,2.7982708366506996e-05,elevated relative pressure
22,Lucania interioris,EN,3,POINT (-11372399.179441 3092549.149369),641877.7747196165,641.8777747196165,2.808128411788128,13146,21156.558533,0.05625556767737195,5.625556767737195e-08,-7.249826768513689,-8.664800116484507,2.163714141437383e-09,6.491142424312149e-09,4.472125261089742e-05,elevated relative pressure
23,Lucania interioris,EN,3,POINT (-11372399.179441 3113064.202988),655612.3814949361,655.612381494936,2.8173090677997026,13146,21156.558533,0.042743318108502334,4.2743318108502336e-08,-7.369121606739872,-8.78409495471069,1.6440122349423959e-09,4.932036704827188e-09,3.397960355889426e-05,elevated relative pressure
24,Lucania interioris,EN,3,POINT (-11365720.009993 3115145.095816),661939.1289068816,661.9391289068816,2.821473653301473,13146,21156.558533,0.037662990704729504,3.766299070472951e-08,-7.42407366601819,-8.839047013989008,1.4486150271049817e-09,4.345845081314945e-09,2.994096485832396e-05,elevated relative pressure
25,Notropis aguirrepequenoi,VU,2,POINT (-10959796.269803 2823084.415746),287067.0931544804,287.0670931544804,2.4594936502357627,13032,2820.874471,9.056297289915038,9.056297289915038e-06,-5.043049281437314,-6.458022629408132,3.4831916499673186e-07,6.966383299934637e-07,0.00479957449344421,elevated relative pressure
26,Notropis aguirrepequenoi,VU,2,POINT (-11117477.545524 2897869.815111),421185.2725963457,421.18527259634567,2.625503079417641,13032,2820.874471,0.6194624209983707,6.194624209983706e-07,-6.2079843334002405,-7.622957681371059,2.3825516192245e-08,4.765103238449e-08,0.00032829733564736485,elevated relative pressure
27,Notropis aguirrepequenoi,VU,2,POINT (-11024463.926056 2652926.603249),174619.43929981694,174.61943929981695,2.2445725862476587,13032,2820.874471,85.83384786533045,8.583384786533045e-05,-4.066341412891627,-5.481314760862445,3.301301879435782e-06,6.602603758871564e-06,0.04548944379315323,elevated relative pressure
28,Notropis aguirrepequenoi,VU,2,POINT (-11015187.302194 2632085.823309),154851.27561888864,154.85127561888865,2.1927103612614127,13032,2820.874471,127.45670006478348,0.00012745670006478348,-3.894637326464201,-5.309610674435019,4.902180810183977e-06,9.804361620367954e-06,0.06754834516710723,elevated relative pressure
29,Ophisternon infernale,EN,3,POINT (-9940428.540913 2353564.343388),82227.66311955334,82.22766311955334,1.920267700609989,13074,3526.093089,680.8843724803239,0.0006808843724803239,-3.1669266329080754,-4.581899980878894,2.618786051847399e-05,7.856358155542197e-05,0.5412733789485472,elevated relative pressure
30,Ophisternon infernale,EN,3,POINT (-9926173.46118 2352539.781488),90491.51570226916,90.49151570226915,1.96138082243226,13074,3526.093089,577.157648004068,0.0005771576480040681,-3.2387055443121513,-4.6536788922829695,2.2198371115541076e-05,6.659511334662323e-05,0.4588151571728988,elevated relative pressure
31,Ophisternon infernale,EN,3,POINT (-9911392.707435 2367583.554697),89092.05946044442,89.09205946044442,1.9546865147917007,13074,3526.093089,593.53997955878,0.00059353997955878,-3.2265500218631296,-4.641523369833948,2.2828460790722292e-05,6.848538237216688e-05,0.47183839622109447,elevated relative pressure
32,Ophisternon infernale,EN,3,POINT (-9875986.924452 2286659.243418),143746.52255234303,143.74652255234304,2.1606081388625507,6615,0.002,0.0001128401266473344,1.128401266473344e-10,-9.943704629770155,-11.358677977740973,4.378466409512854e-12,1.3135399228538561e-11,9.023294993057542e-08,moderate relative pressure
33,Ophisternon infernale,EN,3,POINT (-9798341.579624 2210349.716991),109482.42425217455,109.48242425217455,2.043293195148699,6615,0.002,0.00022391219188706675,2.2391219188706674e-10,-9.647987001986493,-11.062960349957311,8.650468918733317e-12,2.5951406756199952e-11,1.7853039723610255e-07,moderate relative pressure
34,Ophisternon infernale,EN,3,POINT (-9963094.425998 2371619.409516),57050.775820183386,57.05077582018338,1.7638080282463946,13074,3526.093089,1126.5670141784017,0.0011265670141784017,-2.948242968648083,-4.363216316618901,4.332950058378465e-05,0.00012998850175135394,0.8955716400404558,elevated relative pressure
35,Ophisternon infernale,EN,3,POINT (-9944170.112563 2362093.601478),72934.09428410267,72.93409428410267,1.8688447569990618,13074,3526.093089,819.9668213444584,0.0008199668213444584,-3.0862037197677803,-4.501177067738598,3.153718547478688e-05,9.461155642436064e-05,0.6518378595242779,elevated relative pressure
36,Ophisternon infernale,EN,3,POINT (-9941943.722747 2324040.508869),108802.10605698924,108.80210605698925,2.04061067017015,13074,3526.093089,400.1756766061196,0.0004001756766061196,-3.39774931100828,-4.812722658979098,1.5391372215619985e-05,4.617411664685996e-05,0.3181222092223043,elevated relative pressure
37,Ophisternon infernale,EN,3,POINT (-9884057.587535 2264740.307156),154974.64751724037,154.97464751724038,2.193054012853512,6615,0.002,9.014410073627488e-05,9.014410073627488e-11,-10.0402714356277,-11.455244783598518,3.505542336010574e-12,1.0516627008031721e-11,7.219059924949908e-08,moderate relative pressure
38,Ophisternon infernale,EN,3,POINT (-9855114.519929 2352572.831234),134057.46238491213,134.05746238491213,2.130518585436116,6615,0.002,0.00013696880673585898,1.3696880673585898e-10,-9.860219091814677,-11.275192439785496,5.3064925667638105e-12,1.5919477700291433e-11,1.0941419819556525e-07,moderate relative pressure
39,Ophisternon infernale,EN,3,POINT (-9740455.444411 2296738.784255),7865.570470917241,7.865570470917241,0.9477066862877814,6615,0.002,0.0017088758747247723,1.7088758747247723e-09,-8.767035415267896,-10.182008763238715,6.576445672018347e-11,1.972933701605504e-10,1.3590117563697823e-06,moderate relative pressure
40,Ophisternon infernale,EN,3,POINT (-9725983.910608 2310978.099706),11038.13623416127,11.03813623416127,1.0805592538757705,6614,0.004,0.0032076277217576573,3.2076277217576573e-09,-8.493680668621328,-9.908654016592147,1.234087585291407e-10,3.7022627558742213e-10,2.5504541046489915e-06,moderate relative pressure
41,Ophisternon infernale,EN,3,POINT (-9944170.112563 2376384.210181),60646.283488006105,60.646283488006105,1.789906899110114,13074,3526.093089,1048.3996038488497,0.0010483996038488496,-2.979473151414865,-4.394446499385683,4.032306172495575e-05,0.00012096918517486723,0.8334319582069883,elevated relative pressure
42,Ophisternon infernale,EN,3,POINT (-9989811.103788 2331169.394081),96217.79538090808,96.21779538090809,1.9877457683044317,13074,3526.093089,514.7029075844546,0.0005147029075844546,-3.288443377546198,-4.703416725517016,1.979626571478671e-05,5.938879714436013e-05,0.40916636258824063,elevated relative pressure
43,Glyptothorax nelsoni,EN,3,POINT (9503274.018506 2674451.98312),732473.1872604591,732.4731872604591,2.865384242463331,12629,3.375,1.465860052959999e-06,1.465860052959999e-12,-11.608031574922727,-13.023004922893545,9.484077126769236e-14,2.8452231380307705e-13,1.6952657290332615e-09,low relative pressure
44,Tlaloc hildebrandi,EN,3,POINT (-10253169.975871 1885395.498747),213046.9060098748,213.0469060098748,2.330508954606442,19149,114800.0,1619.720111579792,0.0016197201115797921,-2.790560025002903,-4.205533372973721,6.229692740691507e-05,0.0001868907822207452,1.287606842927639,elevated relative pressure
45,Tlaloc hildebrandi,EN,3,POINT (-10245695.985259 1905960.174536),225337.0874517147,225.3370874517147,2.3547557230043275,13062,2115.655853,23.344896393589643,2.3344896393589644e-05,-4.631808030557153,-6.046781378527971,8.978806689842169e-07,2.693642006952651e-06,0.018558174943285217,elevated relative pressure
46,Tlaloc hildebrandi,EN,3,POINT (-10243253.412992 1884433.694307),215060.0001098557,215.0600001098557,2.334574371975746,19149,114800.0,1555.8024875672097,0.0015558024875672097,-2.8080455381753615,-4.223018886146179,5.983855725258503e-05,0.0001795156717577551,1.2367951196922409,elevated relative pressure
47,Tlaloc hildebrandi,EN,3,POINT (-10264980.639885 1916154.172356),206021.8464804763,206.02184648047628,2.316016177849625,13062,2115.655853,34.352789027978275,3.4352789027978275e-05,-4.464037985109555,-5.879011333080373,1.3212611549222417e-06,3.963783464766725e-06,0.027308969463329346,elevated relative pressure
48,Tlaloc hildebrandi,EN,3,POINT (-10261952.749736 1914161.006107),209349.4060756985,209.3494060756985,2.322941290118592,13062,2115.655853,32.14098534934955,3.214098534934955e-05,-4.492940799647759,-5.907914147618577,1.2361917826672908e-06,3.7085753480018723e-06,0.02555068200966246,elevated relative pressure
49,Tlaloc hildebrandi,EN,3,POINT (-10241978.359544 1904281.52556),228881.12965242265,228.88112965242266,2.361503322621257,13062,2115.655853,21.74747255344647,2.174747255344647e-05,-4.6625911886186655,-6.077564536589484,8.364412905171723e-07,2.509323871551517e-06,0.01728829266419729,elevated relative pressure
50,Tlaloc hildebrandi,EN,3,POINT (-10311586.771096 1909478.413547),189009.85082246683,189.00985082246683,2.278776116989354,7228,0.002,4.563639084474377e-05,4.563639084474377e-11,-10.331275066672324,-11.746248414643143,1.7937073401824546e-12,5.3811220205473635e-12,3.680891115038045e-08,low relative pressure
51,Tlaloc hildebrandi,EN,3,POINT (-10310040.543369 1891355.75774),180384.30618027307,180.38430618027306,2.2585997081146156,7228,0.002,5.422902794049851e-05,5.422902794049851e-11,-10.257832600516911,-11.67280594848773,2.124193382326862e-12,6.372580146980587e-12,4.363968286188465e-08,low relative pressure
52,Tlaloc hildebrandi,EN,3,POINT (-10309879.130107 1886812.016444),178249.96499146128,178.24996499146127,2.253459079519661,7228,0.002,5.659401059383207e-05,5.659401059383207e-11,-10.239622678057625,-11.654596026028443,2.215154253608922e-12,6.645462760826766e-12,4.5519740919331355e-08,low relative pressure
53,Tlaloc hildebrandi,EN,3,POINT (-10314430.984086 1891484.795469),176689.53059036654,176.68953059036653,2.2496618400687898,7228,0.002,5.838808515699943e-05,5.838808515699943e-11,-10.226300677402813,-11.641274025373631,2.2841571214230547e-12,6.852471364269164e-12,4.694595194603331e-08,low relative pressure
54,Tlaloc hildebrandi,EN,3,POINT (-10312328.158904 1887028.197922),176227.67644949674,176.22767644949673,2.2485315436837987,7228,0.002,5.8929919366273226e-05,5.892991936627323e-11,-10.222356306632001,-11.63732965460282,2.3049968987028138e-12,6.914990696108441e-12,4.7376686509565724e-08,low relative pressure
55,Tlaloc hildebrandi,EN,3,POINT (-10311030.173642 1887125.828957),177403.03039429532,177.4030303942953,2.2514022271272274,7228,0.002,5.756080409792269e-05,5.756080409792269e-11,-10.23239296861474,-11.647366316585558,2.252338619150874e-12,6.757015857452622e-12,4.628829958706235e-08,low relative pressure
56,Tlaloc hildebrandi,EN,3,POINT (-10310905.495812 1887706.974963),177799.5040730668,177.7995040730668,2.252366309881436,7228,0.002,5.7106182061645794e-05,5.7106182061645794e-11,-10.235777659478321,-11.65075100744914,2.234853156217143e-12,6.704559468651429e-12,4.592689489718412e-08,low relative pressure
57,Tlaloc hildebrandi,EN,3,POINT (-10309854.639819 1889773.653569),179743.03645827697,179.74303645827698,2.2570615740938065,7228,0.002,5.492901582921592e-05,5.4929015829215914e-11,-10.252362822790497,-11.667336170761315,2.151115993431376e-12,6.453347980294128e-12,4.419614270248567e-08,low relative pressure
58,Tlaloc hildebrandi,EN,3,POINT (-10306113.191733 1888869.312671),182540.85620931286,182.54085620931286,2.2637327533360274,7228,0.002,5.193979894694544e-05,5.193979894694544e-11,-10.276217712381062,-11.69119106035188,2.0361461133440568e-12,6.10843834003217e-12,4.1819845659864024e-08,low relative pressure
59,Tlaloc hildebrandi,EN,3,POINT (-10305834.893006 1889256.384655),182973.3393673362,182.9733393673362,2.264754891462973,7228,0.002,5.1492474572951216e-05,5.1492474572951215e-11,-10.27990295346455,-11.694876301435368,2.0189413297288932e-12,6.05682398918668e-12,4.146424229320306e-08,low relative pressure
60,Tlaloc hildebrandi,EN,3,POINT (-10300237.749009 1893583.217312),189977.0450757241,189.9770450757241,2.2809811693626134,7228,0.002,4.476208920313025e-05,4.476208920313025e-11,-10.339494156665221,-11.75446750463604,1.7600803539665499e-12,5.280241061899649e-12,3.6113879479159755e-08,low relative pressure
61,Tlaloc hildebrandi,EN,3,POINT (-10300114.184375 1893712.268034),190148.35993866826,190.14835993866825,2.2813705761052847,7228,0.002,4.4608983422332457e-05,4.460898342233246e-11,-10.340949607631712,-11.75592295560253,1.7541916700897125e-12,5.262575010269137e-12,3.599216706134358e-08,low relative pressure
62,Tlaloc hildebrandi,EN,3,POINT (-10310172.790924 1891462.242875),180324.94964514027,180.32494964514026,2.258457565528017,7228,0.002,5.4293443111590596e-05,5.42934431115906e-11,-10.257326365789124,-11.672299713759942,2.126670888907326e-12,6.380012666721977e-12,4.3690890113347026e-08,low relative pressure
63,Tlaloc hildebrandi,EN,3,POINT (-10249631.129258 1909968.931711),219785.96046198267,219.78596046198268,2.343971453623532,13062,2115.655853,26.08605629896767,2.608605629896767e-05,-4.583591556112328,-5.998564904083146,1.0033098961141414e-06,3.009929688342424e-06,0.020737277508621872,elevated relative pressure
64,Tlaloc hildebrandi,EN,3,POINT (-10316991.332374 1893239.085735),175442.684744874,175.442684744874,2.24660365736421,7228,0.002,5.9862410145010745e-05,5.986241014501074e-11,-10.21565085362173,-11.630624201592548,2.340861928654254e-12,7.0225857859627614e-12,4.8117976006801125e-08,low relative pressure
65,Tlaloc hildebrandi,EN,3,POINT (-10316081.852134 1893142.590342),176160.20377775506,176.16020377775504,2.24836617115835,7228,0.002,5.900949622893588e-05,5.900949622893589e-11,-10.221780019058126,-11.636753367028945,2.3080575472667634e-12,6.92417264180029e-12,4.743994664452884e-08,low relative pressure
66,Tlaloc hildebrandi,EN,3,POINT (-10314432.09728 1891484.795469),176688.58076701962,176.68858076701963,2.249659518580633,7228,0.002,5.8389194334863895e-05,5.83891943348639e-11,-10.226292566258525,-11.641265914229344,2.2841997821101527e-12,6.852599346330458e-12,4.6946833694057314e-08,low relative pressure
67,Tlaloc hildebrandi,EN,3,POINT (-10312359.328362 1887118.855297),176245.77541842184,176.24577541842183,2.248575892744625,7228,0.002,5.8908591810986324e-05,5.890859181098633e-11,-10.222510888653764,-11.637484236624582,2.3041766081148543e-12,6.912529824344563e-12,4.73597320333431e-08,low relative pressure
68,Tlaloc hildebrandi,EN,3,POINT (-10312167.858838 1889337.751999),177526.3633338745,177.52636333387449,2.251702358291368,7228,0.002,5.74189962021917e-05,5.74189962021917e-11,-10.233445909662956,-11.648419257633774,2.246884469315061e-12,6.740653407945183e-12,4.617556849510145e-08,low relative pressure
69,Tlaloc hildebrandi,EN,3,POINT (-10311686.290721 1913717.406721),187008.09037433076,187.00809037433075,2.2741765382494696,13062,2115.655853,50.24737626303353,5.024737626303353e-05,-4.2988866019655525,-5.713859949936371,1.9325914331935954e-06,5.797774299580786e-06,0.03994447305103391,elevated relative pressure
70,Tlaloc hildebrandi,EN,3,POINT (-10311586.771096 1892033.504844),179405.3641565314,179.4053641565314,2.256249446670152,7228,0.002,5.5301231427649645e-05,5.530123142764965e-11,-10.249482106100974,-11.664455454071792,2.1654319779865194e-12,6.4962959339595585e-12,4.449203786854801e-08,low relative pressure
71,Tlaloc hildebrandi,EN,3,POINT (-10311030.173642 1887124.66668),177402.4552477428,177.4024552477428,2.251400827019975,7228,0.002,5.7561466219691596e-05,5.7561466219691596e-11,-10.232388058261998,-11.647361406232816,2.2523640853727526e-12,6.757092256118258e-12,4.628882594498924e-08,low relative pressure
72,Tlaloc hildebrandi,EN,3,POINT (-10311016.815303 1887568.660833),177634.17526450218,177.63417526450218,2.251964549227471,7228,0.002,5.729532053053355e-05,5.729532053053355e-11,-10.234366305435364,-11.649339653406182,2.2421277127128263e-12,6.726383138138479e-12,4.607725173041685e-08,low relative pressure
73,Tlaloc hildebrandi,EN,3,POINT (-10311011.249328 1904322.585849),186528.05631456076,186.52805631456076,2.273066252282758,7228,0.002,4.795875320447741e-05,4.795875320447741e-11,-10.310169650570627,-11.725142998541445,1.8830289694029786e-12,5.649086908208936e-12,3.865508793335764e-08,low relative pressure
74,Tlaloc hildebrandi,EN,3,POINT (-10310007.147521 1891412.720248),180442.0905363901,180.4420905363901,2.258738041088408,7228,0.002,5.416639235179364e-05,5.416639235179364e-11,-10.258325416131765,-11.673298764102583,2.121784321222833e-12,6.3653529636684995e-12,4.3589890300801245e-08,low relative pressure
75,Tlaloc hildebrandi,EN,3,POINT (-10309820.130777 1889902.682079),179837.80297109822,179.83780297109823,2.257289222077559,7228,0.002,5.4825005801371595e-05,5.4825005801371594e-11,-10.253171223124351,-11.66814457109517,2.147115607745064e-12,6.441346823235191e-12,4.411345926688923e-08,low relative pressure
76,Tlaloc hildebrandi,EN,3,POINT (-10309803.432853 1891299.957874),180559.86046121508,180.5598604612151,2.2590198402916335,7228,0.002,5.4038959049707095e-05,5.4038959049707094e-11,-10.25932978849426,-11.674303136465078,2.1168830403733523e-12,6.350649121120057e-12,4.348858638382026e-08,low relative pressure
77,Tlaloc hildebrandi,EN,3,POINT (-10307477.968691 1914690.148613),187625.1533277803,187.6251533277803,2.275599605808865,13062,2115.655853,49.63107118759666,4.963107118759666e-05,-4.304246342571625,-5.7192196905424435,1.9088873918306413e-06,5.726662175491924e-06,0.03945453739705055,elevated relative pressure
78,Tlaloc hildebrandi,EN,3,POINT (-10305836.006201 1889256.384655),182972.36986551742,182.97236986551744,2.2647526028139713,7228,0.002,5.14934730235862e-05,5.14934730235862e-11,-10.279894692899948,-11.694868040870766,2.0189797316763906e-12,6.056939195029171e-12,4.1465036017909035e-08,low relative pressure
79,Tlaloc hildebrandi,EN,3,POINT (-10301344.264748 1889613.240794),187069.290280511,187.06929028051098,2.274317885659066,7228,0.002,4.744241472151234e-05,4.744241472151234e-11,-10.314774216600615,-11.729747564571433,1.8631697969812414e-12,5.589509390943724e-12,3.824462136020955e-08,low relative pressure
80,Tlaloc hildebrandi,EN,3,POINT (-10300238.862204 1893583.217312),189976.0785184509,189.9760785184509,2.28097897134163,7228,0.002,4.476295451395162e-05,4.476295451395162e-11,-10.33948594471143,-11.754459292682249,1.760113635151986e-12,5.280340905455958e-12,3.6114567363521005e-08,low relative pressure
81,Tlaloc hildebrandi,EN,3,POINT (-10300115.29757 1893712.268034),190147.39352883023,190.14739352883024,2.2813683803892397,7228,0.002,4.4609845641873874e-05,4.4609845641873876e-11,-10.340941397546297,-11.755914745517115,1.754224832379767e-12,5.262674497139302e-12,3.599285248827213e-08,low relative pressure
82,Tlaloc hildebrandi,EN,3,POINT (-10298060.339769 1888953.003338),189639.25513946242,189.63925513946242,2.28021233247807,7228,0.002,4.506551666167081e-05,4.5065516661670815e-11,-10.336624053513422,-11.75159740148424,1.7717506408334902e-12,5.315251922500471e-12,3.635509107429575e-08,low relative pressure
83,Tlaloc hildebrandi,EN,3,POINT (-10268526.165667 1900349.514578),217640.2799191139,217.6402799191139,2.339730174700195,13062,2115.655853,27.229870230943522,2.7229870230943522e-05,-4.564954412417762,-5.9799277603885805,1.0473027396516728e-06,3.1419082189550185e-06,0.021646559695533394,elevated relative pressure
84,Tlaloc hildebrandi,EN,3,POINT (-10254140.347872 1915433.785947),212718.5928169061,212.7185928169061,2.3298423060037345,13062,2115.655853,30.046563139827008,3.0046563139827006e-05,-4.522205182910042,-5.9371785308808604,1.1556370823010387e-06,3.466911246903116e-06,0.023885707704181636,elevated relative pressure
85,Tlaloc hildebrandi,EN,3,POINT (-10252559.611103 1910862.968845),217364.0204621646,217.3640204621646,2.3391810818258025,13062,2115.655853,27.38073681360068,2.738073681360068e-05,-4.562554853351108,-5.977528201321927,1.0531053005231018e-06,3.1593159015693056e-06,0.02176649204849346,elevated relative pressure
86,Vieja hartwegi,EN,3,POINT (-10356386.186971 1890347.89433),141848.37319812062,141.8483731981206,2.1548752988657527,7228,0.002,0.00011720622564613488,1.1720622564613488e-10,-9.92735964957523,-11.342332997546048,4.546393294082099e-12,1.3639179882246296e-11,9.370380820124154e-08,moderate relative pressure
87,Vieja hartwegi,EN,3,POINT (-10412602.529821 1842970.419322),68331.37904159797,68.33137904159797,1.8409298386554274,7228,0.002,0.0005099307227314546,5.099307227314545e-10,-9.291637982008329,-10.706611329979147,1.9651181643517437e-11,5.89535449305523e-11,4.059026541679254e-07,moderate relative pressure
88,Vieja hartwegi,EN,3,POINT (-10341580.694695 1874428.095489),144629.46690482963,144.62946690482963,2.163249259725399,7228,0.002,0.00011086498631266671,1.1086498631266671e-10,-9.951305826168042,-11.36627917413886,4.30249947356411e-12,1.290749842069233e-11,8.866279951296235e-08,moderate relative pressure
89,Vieja hartwegi,EN,3,POINT (-10332341.176959 1868504.650397),149775.62446754545,149.77562446754544,2.1783311358645787,7228,0.002,0.00010002198083573996,1.0002198083573997e-10,-9.995584120107996,-11.410557468078814,3.885460801374614e-12,1.1656382404123842e-11,8.00430830913214e-08,moderate relative pressure
90,Vieja hartwegi,EN,3,POINT (-10274789.000219 1805649.229635),130432.79970994119,130.43279970994118,2.118703759100973,19149,114800.0,8453.11903378507,0.008453119033785069,-2.072983015351059,-3.487956363321877,0.00032511996287634855,0.0009753598886290456,6.719860938039495,elevated relative pressure
